date,o3_ppb,UnixTime,e2v03,no2,Temp,Rh,days from start,O3_sqrt,O3_sq,O3_cu,ln_O3,temp_sqrt,temp_sq,temp_cu,ln_temp,rh_sqrt,rh_sq,rh_cu,ln_rh,03_mult_temp,03_sq_mult_temp_sq,ln_03_mult_ln_temp,03_mult_rh,03_sq_mult_rh_sq,ln_03_mult_ln_rh,temp_mult_rh,temp_sq_mult_rh_sq,ln_temp_mult_ln_rh,03_mult_rh_&_temp,03_sq_mult_rh_sq_&_temp_sq,ln_03_mult_ln_rh_&_ln_temp,e2v03_int_lag_1,e2v03_int_lag_2,e2v03_int_lag_3,e2v03_int_lag_4,e2v03_int_lag_5,e2v03_int_lead_1,e2v03_int_lead_2,e2v03_int_lead_3,e2v03_int_lead_4,e2v03_int_lead_5,diff,e2v03_slope_lag_1,e2v03_slope_lag_2,e2v03_slope_lag_3,e2v03_slope_lag_4,e2v03_slope_lag_5,e2v03_slope_lead_1,e2v03_slope_lead_2,e2v03_slope_lead_3,e2v03_slope_lead_4,e2v03_slope_lead_5,ln_O3_int_lag_1,ln_O3_int_lag_2,ln_O3_int_lag_3,ln_O3_int_lag_4,ln_O3_int_lag_5,ln_O3_int_lead_1,ln_O3_int_lead_2,ln_O3_int_lead_3,ln_O3_int_lead_4,ln_O3_int_lead_5,ln_O3_slope_lag_1,ln_O3_slope_lag_2,ln_O3_slope_lag_3,ln_O3_slope_lag_4,ln_O3_slope_lag_5,ln_O3_slope_lead_1,ln_O3_slope_lead_2,ln_O3_slope_lead_3,ln_O3_slope_lead_4,ln_O3_slope_lead_5,Temp_int_lag_1,Temp_int_lag_2,Temp_int_lag_3,Temp_int_lag_4,Temp_int_lag_5,Temp_int_lead_1,Temp_int_lead_2,Temp_int_lead_3,Temp_int_lead_4,Temp_int_lead_5,Temp_slope_lag_1,Temp_slope_lag_2,Temp_slope_lag_3,Temp_slope_lag_4,Temp_slope_lag_5,Temp_slope_lead_1,Temp_slope_lead_2,Temp_slope_lead_3,Temp_slope_lead_4,Temp_slope_lead_5,ln_temp_int_lag_1,ln_temp_int_lag_2,ln_temp_int_lag_3,ln_temp_int_lag_4,ln_temp_int_lag_5,ln_temp_int_lead_1,ln_temp_int_lead_2,ln_temp_int_lead_3,ln_temp_int_lead_4,ln_temp_int_lead_5,ln_temp_slope_lag_1,ln_temp_slope_lag_2,ln_temp_slope_lag_3,ln_temp_slope_lag_4,ln_temp_slope_lag_5,ln_temp_slope_lead_1,ln_temp_slope_lead_2,ln_temp_slope_lead_3,ln_temp_slope_lead_4,ln_temp_slope_lead_5,Rh_int_lag_1,Rh_int_lag_2,Rh_int_lag_3,Rh_int_lag_4,Rh_int_lag_5,Rh_int_lead_1,Rh_int_lead_2,Rh_int_lead_3,Rh_int_lead_4,Rh_int_lead_5,Rh_slope_lag_1,Rh_slope_lag_2,Rh_slope_lag_3,Rh_slope_lag_4,Rh_slope_lag_5,Rh_slope_lead_1,Rh_slope_lead_2,Rh_slope_lead_3,Rh_slope_lead_4,Rh_slope_lead_5,ln_rh_int_lag_1,ln_rh_int_lag_2,ln_rh_int_lag_3,ln_rh_int_lag_4,ln_rh_int_lag_5,ln_rh_int_lead_1,ln_rh_int_lead_2,ln_rh_int_lead_3,ln_rh_int_lead_4,ln_rh_int_lead_5,ln_rh_slope_lag_1,ln_rh_slope_lag_2,ln_rh_slope_lag_3,ln_rh_slope_lag_4,ln_rh_slope_lag_5,ln_rh_slope_lead_1,ln_rh_slope_lead_2,ln_rh_slope_lead_3,ln_rh_slope_lead_4,ln_rh_slope_lead_5
7/28/14 12:55,76,1406552130,601.5384615,808.6923077,46.08461538,18.8,2,24.52628104,361848.5207,217665802.5,6.399490476,6.788565046,2123.791775,97874.12711,3.830479172,4.335896678,353.44,6644.672,2.93385687,27721.66864,768490912.1,24.51311498,11308.92308,127891741.2,18.7751891,866.3907692,750632.965,11.23807763,521167.3704,2.72E+11,71.91797078,0,600.2916667,1199.875,1798.496795,2396.11859,0,602.3108974,1205.685897,1809.826923,2374.403846,0.023773266,0.583333333,0.708333333,0.835470085,0.854166667,5.762820513,0.955128205,1.25,1.027777778,1.00801282,-15.20897436,0,6.39741553,12.79365026,19.18827985,25.58123766,0,6.400772931,12.80331171,19.20711906,25.5406747,0.00097175,0.001180802,0.001394009,0.001426289,0.009833188,0.001589071,0.00207699,0.001706921,0.001672781,-0.02707653,0,46.06858974,92.09134615,138.0333333,183.9003205,0,46.08814103,92.18397436,138.3224359,181.0108974,0.029487179,0.045833333,0.063675214,0.060416667,-0.00025641,0.001282051,0.004166667,0.005555556,0.023397436,-1.376666667,0,3.830131316,7.659267067,11.48664593,15.31239141,0,3.830555669,7.661278228,11.49292479,15.24350325,0.000640071,0.000995566,0.001384612,0.00131448,-5.56E-06,2.78E-05,9.04E-05,0.000120533,0.000507205,-0.032354921,0,18.32916667,36.67916667,55.33685897,74.34871795,0,18.95,37.775,56.36923077,77.90384615,0.058333333,-0.020833333,-0.185683761,-0.1875,-0.33448718,0.441666667,0.370833333,0.063888889,0.070032051,1.21448718,0,2.908492332,5.818118194,8.744281322,11.68933139,0,2.941772602,5.876851664,8.799700194,11.86023552,0.003182544,-0.00113353,-0.009963996,-0.010010234,-0.01743719,0.023773266,0.019802366,0.003462062,0.003785917,0.057151954
7/28/14 12:56,79,1406552191,603.0833333,810.4166667,46.09166667,19.1,2,24.55775505,363709.5069,219347141.8,6.402055385,6.789084376,2124.441736,97919.06035,3.830632167,4.370354677,364.81,6967.871,2.949688335,27797.11597,772679656.4,24.52391929,11518.89167,132684865.2,18.88406809,880.3508333,775017.5898,11.29917102,530924.9151,2.82E+11,72.33791867,0,601.0608974,1201.352564,1800.935897,2399.557692,0,603.375,1207.516026,1772.092949,2296.362179,0.015831465,0.955128205,0.769230769,0.79059829,0.865384615,0.874358974,1.544871795,1.064102564,1.025641026,-19.25,-15.50769231,0,6.398695941,12.79611147,19.1923462,25.58697579,0,6.402538777,12.80634613,19.13990177,25.40190699,0.001589071,0.00128041,0.001316892,0.001442774,0.001458846,0.002564909,0.001765847,0.001700684,-0.03424293,-0.027599758,0,46.08397436,92.1525641,138.1753205,184.1173077,0,46.09583333,92.23429487,134.9227564,174.1144231,0.001282051,0.015384615,0.030982906,0.048076923,0.048589744,0.007051282,0.007692308,0.030769231,-1.721153846,-1.38025641,0,3.830465262,7.660596578,11.48973233,15.3171112,0,3.830722559,7.66236912,11.41294758,15.0814117,2.78E-05,0.000333946,0.000672984,0.001045414,0.001057148,0.000152996,0.000166889,0.000667,-0.040450606,-0.032445537,0,18.57916667,36.90833333,55.25833333,73.91602564,0,18.825,37.41923077,58.95384615,83.4775641,0.441666667,0.25,0.133333333,-0.028846154,-0.061666667,0.3,-0.125,-0.053846154,1.407692308,1.163333333,0,2.921970237,5.830462569,8.740088431,11.66625156,0,2.935079062,5.857927592,8.918462913,12.11809646,0.023773266,0.013477905,0.007168735,-0.00152968,-0.003253534,0.015831465,-0.00669354,-0.002876533,0.065496626,0.05391337
7/28/14 12:57,72,1406552248,603.6666667,810,46.1,18.55,2,24.56962895,364413.4444,219984249.3,6.403022169,6.789698079,2125.21,97972.181,3.83081295,4.306971093,344.1025,6383.101375,2.920469789,27829.03333,774455096.3,24.52878025,11198.01667,125395577.3,18.6998328,855.155,731290.074,11.18777349,516228.5683,2.66E+11,71.63556167,0,602.3108974,1203.371795,1803.663462,2403.246795,0,604.1410256,1168.717949,1692.987179,2216.987179,-0.029218546,1.544871795,1.25,1.027777778,0.979166667,1.001282051,0.583333334,0.766025641,-26.18162393,-19.77083333,-15.81666667,0,6.400772931,12.79946887,19.1968844,25.59311913,0,6.403807349,12.73736299,18.99936821,25.26085989,0.002564909,0.00207699,0.001708577,0.001628896,0.001667201,0.000966784,0.001268571,-0.04651221,-0.035140925,-0.02811274,0,46.08814103,92.17211538,138.2407051,184.2634615,0,46.13846154,88.82692308,128.0185897,167.1871795,0.007051282,0.004166667,0.012606838,0.025,0.039871795,0.008333333,0.042628205,-2.297222222,-1.727083333,-1.387564103,0,3.830555669,7.661020931,11.49115225,15.320288,0,3.831646561,7.582225021,11.25068914,14.91856421,0.000152996,9.04E-05,0.000273629,0.000542987,0.000866931,0.000180783,0.000924003,-0.05398514,-0.04059517,-0.032626702,0,18.95,37.52916667,55.85833333,74.20833333,0,18.59423077,40.12884615,64.6525641,89.24935897,0.3,0.370833333,0.266666667,0.175,0.036923077,-0.55,-0.230769231,1.776923077,1.379166667,1.095384615,0,2.941772602,5.863742839,8.772235171,11.68186103,0,2.92284853,5.983383851,9.183017397,12.38563322,0.015831465,0.019802366,0.014262425,0.009334418,0.001942549,-0.029218546,-0.012230532,0.082051679,0.063433846,0.050423916
7/28/14 12:58,73,1406552308,604.6153846,811.3846154,46.17692308,18.63846154,2,24.58892809,365559.7633,221023056.9,6.404592528,6.795360408,2132.308225,98463.43288,3.832480173,4.317228456,347.3922485,6474.857063,2.92522727,27919.27811,779486090,24.54547388,11269.10059,126992628.1,18.73488872,860.6668047,740747.3488,11.21087551,520372.3912,2.71E+11,71.80108955,0,603.375,1205.685897,1806.746795,2407.038462,0,564.5769231,1088.846154,1612.846154,2136.846154,0.004757481,0.583333334,1.064102564,1.027777778,0.916666667,0.9,0.948717948,-39.56410256,-26.55555556,-19.91666667,-15.93333333,0,6.402538777,12.80331171,19.20200765,25.59942318,0,6.333555642,12.59556086,18.85705255,25.11854423,0.000966784,0.001765847,0.001706921,0.001523128,0.001496474,0.001570359,-0.070251707,-0.047176828,-0.035382621,-0.028306097,0,46.09583333,92.18397436,138.2679487,184.3365385,0,42.68846154,81.88012821,121.0487179,160.1839744,0.008333333,0.007692308,0.005555556,0.011538462,0.021666667,0.076923077,-3.45,-2.305555556,-1.736538462,-1.396666667,0,3.830722559,7.661278228,11.49174349,15.32187481,0,3.75057846,7.419042576,11.08691765,14.7539413,0.000180783,0.000166889,0.000120533,0.000250417,0.000470546,0.001667223,-0.081068102,-0.054187155,-0.040828573,-0.032852863,0,18.825,37.775,56.35416667,74.68333333,0,21.53461538,46.05833333,70.65512821,95.21858974,-0.55,-0.125,0.063888889,0.0625,0.03,0.088461538,2.940384615,2.022222222,1.506730769,1.2,0,2.935079062,5.876851664,8.798821901,11.70731423,0,3.060535321,6.260168867,9.462784686,12.66404457,-0.029218546,-0.00669354,0.003462062,0.003392182,0.001623825,0.004757481,0.137686791,0.094317977,0.070334532,0.056048413
7/28/14 15:24,82,1406561070,524.5384615,728.2307692,39.2,24.43076923,2,22.90280467,275140.5976,144321825.8,6.262518755,6.260990337,1536.64,60236.288,3.668676747,4.942749157,596.8624852,14581.80964,3.195843372,20561.90769,422792047.9,22.97515693,12814.87811,164221100.9,20.01402905,957.6861538,917162.7693,11.72451626,502343.2218,2.52E+11,73.425003,0,604.1410256,1207.516026,1809.826923,2410.887821,0,524.2692308,1048.269231,1572.269231,2096.269231,0.270616102,0.948717948,0.766025641,1.025641026,1.00801282,0.923076923,-80.07692308,-40.30769231,-26.87179487,-20.15384615,-16.12307692,0,6.403807349,12.80634613,19.20711906,25.605815,0,6.26200522,12.5234969,18.78498859,25.04648027,0.001570359,0.001268571,0.001700684,0.001672781,0.001532575,-0.142073773,-0.071550422,-0.047700281,-0.035775211,-0.028620169,0,46.13846154,92.23429487,138.3224359,184.4064103,0,39.19166667,78.36025641,117.4955128,156.6038462,0.076923077,0.042628205,0.030769231,0.023397436,0.024615385,-6.976923077,-3.496794872,-2.341025641,-1.765064103,-1.415384615,0,3.831646561,7.66236912,11.49292479,15.32339005,0,3.668464117,7.336339189,11.00336284,14.66969839,0.001667223,0.000924003,0.000667,0.000507205,0.000533778,-0.163803426,-0.082114343,-0.054993838,-0.041482885,-0.033271541,0,18.59423077,37.41923077,56.36923077,74.94839744,0,24.52371795,49.12051282,73.68397436,98.43589744,0.088461538,-0.230769231,-0.053846154,0.070032051,0.067692308,5.792307692,2.989102564,1.979487179,1.477884615,1.263076923,0,2.92284853,5.857927592,8.799700194,11.72167043,0,3.199633546,6.402249364,9.60350925,12.81237916,0.004757481,-0.012230532,-0.002876533,0.003785917,0.003665242,0.270616102,0.139098225,0.092193549,0.068871146,0.058360139
7/28/14 15:25,83,1406561130,524,728,39.18333333,24.61666667,2,22.89104628,274576,143877824,6.261491684,6.259659203,1535.333611,60159.48866,3.668251486,4.961518585,605.9802778,14917.2145,3.20342372,20532.06667,421565761.6,22.96872618,12899.13333,166387640.8,20.05821099,964.5630556,930381.8881,11.75096382,505431.0411,2.55E+11,73.57856226,0,564.5769231,1168.717949,1772.092949,2374.403846,0,524,1048,1572,2095.958333,0.007580348,-80.07692308,-39.56410256,-26.18162393,-19.25,-15.20897436,-0.538461538,-0.269230769,-0.179487179,-0.134615384,-0.124358974,0,6.333555642,12.73736299,19.13990177,25.5406747,0,6.261491684,12.52298337,18.78447505,25.04588721,-0.142073773,-0.070251707,-0.04651221,-0.03424293,-0.02707653,-0.001027071,-0.000513535,-0.000342357,-0.000256768,-0.000237223,0,42.68846154,88.82692308,134.9227564,181.0108974,0,39.16858974,78.30384615,117.4121795,156.5121795,-6.976923077,-3.45,-2.297222222,-1.721153846,-1.376666667,-0.016666667,-0.023076923,-0.027777778,-0.025,-0.02,0,3.75057846,7.582225021,11.41294758,15.24350325,0,3.667875073,7.334898719,11.00123427,14.66735674,-0.163803426,-0.081068102,-0.05398514,-0.040450606,-0.032354921,-0.00042526,-0.000589044,-0.000709371,-0.00063857,-0.000510856,0,21.53461538,40.12884615,58.95384615,77.90384615,0,24.59679487,49.16025641,73.91217949,98.8099359,5.792307692,2.940384615,1.776923077,1.407692308,1.21448718,0.185897436,0.073076923,0.03974359,0.130769231,0.082179487,0,3.060535321,5.983383851,8.918462913,11.86023552,0,3.202615818,6.403875704,9.612745613,12.82752077,0.270616102,0.137686791,0.082051679,0.065496626,0.057151954,0.007580348,0.002982272,0.001622827,0.005296148,0.003335796
7/28/14 15:26,84,1406561190,524,727.7692308,39.15384615,24.57692308,2,22.89104628,274576,143877824,6.261491684,6.257303425,1533.023669,60023.77287,3.667498659,4.957511783,604.0251479,14845.0796,3.201807916,20516.61538,420931506.8,22.96401236,12878.30769,165850809,20.04809364,962.2810651,925984.8482,11.74262624,504235.2781,2.54E+11,73.52635655,0,524.2692308,1088.846154,1692.987179,2296.362179,0,524,1048,1571.958333,2095.625,-0.001615804,-0.538461538,-40.30769231,-26.55555556,-19.77083333,-15.50769231,0,0,0,-0.020833333,-0.116666667,0,6.26200522,12.59556086,18.99936821,25.40190699,0,6.261491684,12.52298337,18.78439553,25.04525077,-0.001027071,-0.071550422,-0.047176828,-0.035140925,-0.027599758,0,0,0,-3.98E-05,-0.00022277,0,39.19166667,81.88012821,128.0185897,174.1144231,0,39.13525641,78.24358974,117.3435897,156.4394231,-0.016666667,-3.496794872,-2.305555556,-1.727083333,-1.38025641,-0.029487179,-0.033333333,-0.027777778,-0.020833333,-0.018333333,0,3.668464117,7.419042576,11.25068914,15.0814117,0,3.667023646,7.333359197,10.99948166,14.66549755,-0.00042526,-0.082114343,-0.054187155,-0.04059517,-0.032445537,-0.000752827,-0.000851426,-0.000709673,-0.000532255,-0.000468434,0,24.52371795,46.05833333,64.6525641,83.4775641,0,24.56346154,49.31538462,74.21314103,99.01314103,0.185897436,2.989102564,2.022222222,1.379166667,1.163333333,-0.03974359,-0.033333333,0.112393162,0.05625,0.028333333,0,3.199633546,6.260168867,9.183017397,12.11809646,0,3.201259885,6.410129795,9.624904953,12.83574719,0.007580348,0.139098225,0.094317977,0.063433846,0.05391337,-0.001615804,-0.001355933,0.004534748,0.002274658,0.001147682
7/28/14 15:27,85,1406561250,524,727.1666667,39.11666667,24.55,2,22.89104628,274576,143877824,6.261491684,6.254331832,1530.113611,59852.94409,3.666548634,4.954795657,602.7025,14796.34638,3.200711854,20497.13333,420132474.9,22.95806378,12864.2,165487641.6,20.04123066,960.3141667,922203.2987,11.73556568,503204.6233,2.53E+11,73.48214689,0,524,1048.269231,1612.846154,2216.987179,0,524,1047.958333,1571.625,2094.717949,-0.001096062,0,-0.269230769,-26.87179487,-19.91666667,-15.81666667,0,0,-0.027777778,-0.145833333,-0.246153846,0,6.261491684,12.5234969,18.85705255,25.26085989,0,6.261491684,12.52290385,18.78375908,25.04351806,0,-0.000513535,-0.047700281,-0.035382621,-0.02811274,0,0,-5.30E-05,-0.000278463,-0.000470312,0,39.16858974,78.36025641,121.0487179,167.1871795,0,39.10833333,78.20833333,117.3041667,156.4,-0.029487179,-0.023076923,-2.341025641,-1.736538462,-1.387564103,-0.037179487,-0.026923077,-0.017948718,-0.015544872,-0.010769231,0,3.667875073,7.336339189,11.08691765,14.91856421,0,3.66633555,7.332458017,10.99847391,14.6644898,-0.000752827,-0.000589044,-0.054993838,-0.040828573,-0.032626702,-0.000950025,-0.000688096,-0.000458731,-0.000397336,-0.000275238,0,24.59679487,49.12051282,70.65512821,89.24935897,0,24.75192308,49.64967949,74.44967949,99.22884615,-0.03974359,0.073076923,1.979487179,1.506730769,1.095384615,-0.026923077,0.188461538,0.088247863,0.045352564,0.044615385,0,3.202615818,6.402249364,9.462784686,12.38563322,0,3.20886991,6.423645067,9.634487309,12.8444902,-0.001615804,0.002982272,0.092193549,0.070334532,0.050423916,-0.001096062,0.007610024,0.003571478,0.001838554,0.001807147
7/28/14 15:28,83,1406561311,524,728,39.1,24.95384615,2,22.89104628,274576,143877824,6.261491684,6.25299928,1528.81,59776.471,3.666122467,4.995382483,622.6944379,15538.6212,3.217027965,20488.4,419774534.6,22.95539534,13075.81538,170976948,20.14339385,975.6953846,951981.4836,11.7940185,511264.3815,2.61E+11,73.84814875,0,524,1048,1572.269231,2136.846154,0,523.9583333,1047.625,1570.717949,2093.102564,0.016316111,0,0,-0.179487179,-20.15384615,-15.93333333,0,-0.041666667,-0.194444444,-0.307692308,-0.4,0,6.261491684,12.52298337,18.78498859,25.11854423,0,6.261412161,12.5222674,18.78202638,25.04043023,0,0,-0.000342357,-0.035775211,-0.028306097,0,-7.95E-05,-0.000371284,-0.00058789,-0.000764819,0,39.13525641,78.30384615,117.4955128,160.1839744,0,39.1,78.19583333,117.2916667,156.375,-0.037179487,-0.033333333,-0.027777778,-1.765064103,-1.396666667,-0.016666667,-0.008333333,-0.008333333,-0.004166667,-0.01,0,3.667023646,7.334898719,11.00336284,14.7539413,0,3.666122467,7.332138358,10.99815425,14.66385028,-0.000950025,-0.000851426,-0.000709371,-0.041482885,-0.032852863,-0.000426167,-0.000213083,-0.000213106,-0.000106542,-0.000255809,0,24.56346154,49.16025641,73.68397436,95.21858974,0,24.89775641,49.69775641,74.47692308,99.27692308,-0.026923077,-0.033333333,0.03974359,1.477884615,1.2,0.403846154,0.145833333,0.069444444,0.0625,0.05,0,3.201259885,6.403875704,9.60350925,12.66404457,0,3.214775158,6.4256174,9.635620293,12.84646395,-0.001096062,-0.001355933,0.001622827,0.068871146,0.056048413,0.016316111,0.005905248,0.002816759,0.00253295,0.00202636
7/28/14 15:29,83,1406561371,523.9166667,727,39.1,24.84166667,2,22.889226,274488.6736,143809190.9,6.261332639,6.25299928,1528.81,59776.471,3.666122467,4.984141518,617.1084028,15330.00124,3.212522351,20485.14167,419641029.1,22.95481226,13014.96319,169389267,20.11467105,971.3091667,943441.4973,11.77750037,508885.0609,2.59E+11,73.74284744,0,524,1048,1572,2096.269231,0,523.6666667,1046.759615,1569.144231,2088.019231,-0.004505614,0,0,0,-0.134615384,-16.12307692,-0.083333333,-0.291666667,-0.41025641,-0.5,-1.65,0,6.261491684,12.52298337,18.78447505,25.04648027,0,6.260855236,12.52061421,18.77901807,25.03066294,0,0,0,-0.000256768,-0.028620169,-0.000159046,-0.000556926,-0.000783853,-0.000956024,-0.003173906,0,39.10833333,78.24358974,117.4121795,156.6038462,0,39.09583333,78.19166667,117.275,156.6833333,-0.016666667,-0.026923077,-0.027777778,-0.025,-1.415384615,0,-0.004166667,0,-0.008333333,0.13,0,3.66633555,7.333359197,11.00123427,14.66969839,0,3.666015891,7.332031783,10.99772781,14.67166753,-0.000426167,-0.000688096,-0.000709673,-0.00063857,-0.033271541,0,-0.000106576,0,-0.00021322,0.003297475,0,24.75192308,49.31538462,73.91217949,98.43589744,0,24.8,49.57916667,74.37916667,98.59166667,0.403846154,0.188461538,0.112393162,0.130769231,1.263076923,-0.112179487,-0.09775641,-0.051282051,-0.038461538,-0.265769231,0,3.20886991,6.410129795,9.612745613,12.81237916,0,3.210842242,6.420845135,9.631688788,12.81826335,0.016316111,0.007610024,0.004534748,0.005296148,0.058360139,-0.004505614,-0.003932916,-0.002061437,-0.001546078,-0.010944498
